Voter,Gender,Age,County
Evelyn Rick,female,56-65,Black
Willie Hopkins,male,46-55,Mountain Farm
Richard Gomez,male,36-45,Mountain Farm
Cheryl White,female,65+,Mountain Farm
Olivia Allred,female,56-65,Mountain Farm
Michael Burnett,male,65+,Mountain Farm
Kim Franklin,female,46-55,Mountain Farm
Kyle Hawk,male,46-55,Mountain Farm
Sara Laigle,female,46-55,Mountain Farm
Betty Thorne,female,26-35,Mountain Farm
Cleo Windle,female,46-55,Mountain Farm
Thomas Fortier,male,36-45,Riverside
Richard Clemence,male,56-65,Black
Jennifer Merrell,female,36-45,Mountain Farm
Angelina Saroop,female,36-45,Mountain Farm
Mary Mounts,female,65+,Mountain Farm
Edmund Robley,male,46-55,Mountain Farm
Evelyn Mulinix,female,36-45,Mountain Farm
Roy Wright,male,65+,Mountain Farm
Nancy Esparza,female,36-45,Black
Claudia Grignon,female,18-25,Mountain Farm
Sharlene Flanders,female,65+,Mountain Farm
Patrick Moore,male,46-55,Mountain Farm
Jeffrey Mcrae,male,56-65,Mountain Farm
Carin Delossantos,female,46-55,Mountain Farm
Ryan Mccann,male,56-65,Mountain Farm
Jonathan Hernandez,male,56-65,Mountain Farm
Sara Phillips,female,56-65,Mountain Farm
Helen Gritton,female,56-65,Bailey
Jessica Varela,female,56-65,Mountain Farm
William Jackson,male,36-45,Mountain Farm
Sheila Bouyer,female,46-55,Riverside
John Akin,male,36-45,Mountain Farm
Russell Lugo,male,46-55,Mountain Farm
Leonard Fico,male,56-65,Mountain Farm
Richard Brown,male,46-55,Mountain Farm
Kimberly Lagasse,female,46-55,Riverside
Portia Duffy,female,26-35,Mountain Farm
William Lyle,male,36-45,Black
Jessica Mccormick,female,65+,Black
Lesli Diego,female,56-65,Mountain Farm
Cleo Simon,female,36-45,Mountain Farm
James Lenigan,male,46-55,Riverside
Justine Cartwright,female,36-45,Mountain Farm
Lucy Oliva,female,46-55,Mountain Farm
Sandra Crawford,female,36-45,Mountain Farm
Melvin Bonebright,male,46-55,Mountain Farm
Lillian Nicoletti,female,56-65,Mountain Farm
Virginia Weeks,female,46-55,Mountain Farm
Perry Davis,male,26-35,Mountain Farm
Reginald Schwab,male,46-55,Mountain Farm
Andrew Cairns,male,46-55,Mountain Farm
Stephanie Kelsheimer,female,36-45,Mountain Farm
Thomas Rutledge,male,46-55,Mountain Farm
Charla Hopkins,female,65+,Mountain Farm
Denis Little,male,65+,Mountain Farm
Pete Hopkins,male,36-45,Mountain Farm
Cynthia Dominguez,female,36-45,Mountain Farm
Michael Ogrady,male,56-65,Black
Bobby Martin,male,46-55,Mountain Farm
Jay Mallard,male,46-55,Mountain Farm
Sally Humphrey,female,46-55,Mountain Farm
Franklin Giordano,male,36-45,Mountain Farm
Rebecca Stoskopf,female,36-45,Mountain Farm
Mike Hsu,male,46-55,Mountain Farm
Ian King,male,65+,Mountain Farm
Christopher Rossi,male,36-45,Mountain Farm
Richard Allred,male,36-45,Black
Gail Schwab,female,46-55,Mountain Farm
Todd Jackson,male,56-65,Riverside
Michele Mcgonagle,female,36-45,Mountain Farm
Jeff Spataro,male,46-55,Mountain Farm
William Adams,male,36-45,Mountain Farm
Jennifer Lemoine,female,46-55,Mountain Farm
Peter Johns,male,46-55,Mountain Farm
Frances Edwards,female,46-55,Mountain Farm
Randy Bridges,male,46-55,Mountain Farm
Bill Pew,male,65+,Black
Chad Schofield,male,46-55,Mountain Farm
William Pearcy,male,65+,Mountain Farm
Joanne Obenshain,female,65+,Mountain Farm
Lloyd Schaupp,male,65+,Mountain Farm
Ed Sepulveda,male,56-65,Mountain Farm
Angela Smith,female,36-45,Mountain Farm
Debra Ogg,female,65+,Mountain Farm
Jae Scott,female,46-55,Mountain Farm
Samuel Knights,male,56-65,Black
John Suarez,male,56-65,Mountain Farm
David Wright,male,36-45,Mountain Farm
Lois Jimenez,female,36-45,Mountain Farm
Clyde Esperon,male,65+,Mountain Farm
Shirley Calhoun,female,56-65,Mountain Farm
Roy Mattocks,male,65+,Mountain Farm
Oliver Reyes,male,56-65,Mountain Farm
Mike Ray,male,46-55,Mountain Farm
Rose Swingle,female,56-65,Mountain Farm
Clifford Napolitano,male,56-65,Riverside
Paula Davis,female,65+,Mountain Farm
Floyd Terrano,male,46-55,Riverside
John Smith,male,46-55,Black
Theresa Bailey,female,46-55,Mountain Farm
Illa Gizzi,female,46-55,Mountain Farm
David Hollander,male,46-55,Mountain Farm
Henry Schmitz,male,56-65,Mountain Farm
John Marceau,male,46-55,Mountain Farm
Micheal Haller,male,46-55,Mountain Farm
Stanley Hazan,male,46-55,Mountain Farm
Jacob Davidson,male,46-55,Mountain Farm
Louise Zucco,female,56-65,Mountain Farm
Joseph Holder,male,46-55,Black
Lucy Huff,female,46-55,Black
Margaret Hardy,female,46-55,Mountain Farm
Beau Adcock,male,56-65,Mountain Farm
Sharon Russell,female,65+,Bailey
Michelle Wesson,female,36-45,Mountain Farm
Carl Pranger,male,65+,Mountain Farm
David Raspberry,male,36-45,Mountain Farm
Jenifer Lake,female,56-65,Mountain Farm
Christine Lincoln,female,46-55,Mountain Farm
Angelo Snell,male,36-45,Mountain Farm
Nora Kerfoot,female,65+,Mountain Farm
Carol Best,female,46-55,Mountain Farm
Velma Gurley,female,65+,Mountain Farm
Cecile Malone,female,56-65,Riverside
Jean Floyd,female,65+,Mountain Farm
Willis Weese,male,46-55,Mountain Farm
Regina Core,female,36-45,Mountain Farm
Elvin Giles,male,36-45,Mountain Farm
Douglas Sheppard,male,65+,Mountain Farm
Thomas Chambers,male,36-45,Mountain Farm
Ralph Biondolillo,male,56-65,Mountain Farm
Scott Mcmanus,male,56-65,Mountain Farm
Frances Hart,female,65+,Mountain Farm
Johnny Quintana,male,56-65,Mountain Farm
Toby Han,male,36-45,Riverside
Cory Crouch,male,56-65,Mountain Farm
Lawrence Volpe,male,56-65,Mountain Farm
Rafael Posey,male,46-55,Mountain Farm
Ronald Doherty,male,46-55,Mountain Farm
Duane Yip,male,65+,Black
Roger Wilcher,male,36-45,Mountain Farm
James Morris,male,46-55,Mountain Farm
Israel Griffin,male,36-45,Riverside
Richard Jonas,male,46-55,Mountain Farm
Stacy Hipp,female,26-35,Mountain Farm
Hector Ball,male,56-65,Mountain Farm
Patrick Judson,male,36-45,Black
Anita Kiernan,female,46-55,Mountain Farm
Gregory Peres,male,46-55,Mountain Farm
Arlene Davis,female,56-65,Mountain Farm
Bonnie Thomas,female,46-55,Black
Kristy Banner,female,46-55,Mountain Farm
Karen Watson,female,65+,Black
Kathryn Fleischmann,female,36-45,Riverside
Lucy Griffin,female,56-65,Mountain Farm
Christine Wilkinson,female,56-65,Mountain Farm
Andy Zabel,male,46-55,Mountain Farm
Nikki Schuller,female,56-65,Mountain Farm
Brian Burgoon,male,65+,Riverside
Michelle Newman,female,56-65,Mountain Farm
Virginia Parker,female,46-55,Mountain Farm
Jackie Gonzales,female,36-45,Mountain Farm
Paul Hauff,male,65+,Riverside
Robert Weintraub,male,65+,Mountain Farm
Jonathan Escovedo,male,46-55,Mountain Farm
Leona Holliman,female,46-55,Mountain Farm
Valerie Kimmerle,female,56-65,Mountain Farm
Verna Rogers,female,26-35,Mountain Farm
Bryan Boyd,male,26-35,Mountain Farm
Larry Forshey,male,65+,Mountain Farm
Melvin Lim,male,36-45,Riverside
Jonathan Hagins,male,56-65,Mountain Farm
Yolanda Howard,female,65+,Mountain Farm
John Perham,male,56-65,Mountain Farm
Corey Willams,female,56-65,Mountain Farm
Maryann Brittain,female,65+,Mountain Farm
Zachariah Hernandez,male,65+,Riverside
Richard Iorio,male,46-55,Mountain Farm
Warren Titsworth,male,56-65,Mountain Farm
Teresa Flores,female,46-55,Mountain Farm
Teresa Carmack,female,46-55,Riverside
Judith Dibbles,female,46-55,Riverside
David Crosslin,male,36-45,Mountain Farm
Willa Shields,female,65+,Mountain Farm
Leanne Brown,female,46-55,Riverside
Ruth Ouellette,female,46-55,Mountain Farm
Lloyd Hawk,male,46-55,Mountain Farm
Lowell Ellis,male,46-55,Mountain Farm
Harold Lala,male,46-55,Mountain Farm
Walter Todd,male,46-55,Mountain Farm
Charles Currier,male,46-55,Mountain Farm
Priscilla Brown,female,46-55,Mountain Farm
Christopher Hodges,male,36-45,Mountain Farm
Kenneth Bragg,male,26-35,Mountain Farm
Patricia Tremper,female,56-65,Mountain Farm
Jeffery Santana,male,65+,Mountain Farm
Linnea Clapp,female,65+,Mountain Farm
Cindy Ayala,female,56-65,Mountain Farm
Wanda Clement,female,36-45,Mountain Farm
Laura Stricklin,female,46-55,Black
Paul Marsh,male,46-55,Mountain Farm
Jason Rexroad,male,36-45,Mountain Farm
Joshua Buckles,male,36-45,Black
Lawrence Pannenbacker,male,36-45,Mountain Farm
Hugh Ford,male,56-65,Mountain Farm
George Bond,male,65+,Mountain Farm
Samuel Pitts,male,56-65,Mountain Farm
Rachael Hangartner,female,46-55,Mountain Farm
Marjorie Emmons,female,65+,Mountain Farm
Jana Abrams,female,26-35,Riverside
Henry Fern,male,46-55,Mountain Farm
Robert Watford,male,46-55,Mountain Farm
Cynthia Waters,female,65+,Mountain Farm
Douglas Scruggs,male,56-65,Mountain Farm
Lucy Green,female,46-55,Mountain Farm
Anamaria Lusk,female,36-45,Riverside
Michael Holderman,male,46-55,Mountain Farm
Herbert Tirey,male,46-55,Mountain Farm
Edith Hazel,female,65+,Mountain Farm
Kathy Arnold,female,36-45,Riverside
Linda Garay,female,36-45,Mountain Farm
Henrietta Huson,female,65+,Black
Lila Ortiz,female,36-45,Mountain Farm
Jason Parsons,male,56-65,Black
Alvin Nelson,male,65+,Black
Paul Collins,male,56-65,Mountain Farm
Ashley Cano,female,36-45,Mountain Farm
Edgar Mckenzie,male,36-45,Mountain Farm
Laura Hankey,female,46-55,Riverside
Rose Gregory,female,46-55,Mountain Farm
Jacob Osuna,male,46-55,Mountain Farm
Mark Lowe,male,65+,Mountain Farm
Mary Kornegay,female,36-45,Mountain Farm
Stephaine Brown,female,36-45,Mountain Farm
Jason Gett,male,46-55,Mountain Farm
Ruth Labay,female,46-55,Riverside
Rita Mojica,female,46-55,Riverside
Darren Mitchell,male,46-55,Mountain Farm
Justin Simpson,male,36-45,Mountain Farm
Clarence Jefferson,male,26-35,Riverside
Gene Sorenson,male,36-45,Riverside
Kevin Muzii,male,56-65,Mountain Farm
Emily Hall,female,46-55,Mountain Farm
Susan Davis,female,65+,Black
Dorothy Garson,female,56-65,Mountain Farm
Carlene Miller,female,46-55,Black
Elizabeth Beck,female,36-45,Mountain Farm
Viola Sweet,female,46-55,Mountain Farm
Kenneth Adriance,male,65+,Mountain Farm
Dylan Gaskill,male,36-45,Riverside
Brandon Branchaud,male,65+,Bailey
Brandon Henderson,male,46-55,Mountain Farm
Marvin Schiff,male,36-45,Bailey
Dawn Price,female,36-45,Mountain Farm
Susan Burnsworth,female,56-65,Mountain Farm
Beverly Anderson,female,46-55,Mountain Farm
Jeremy Ford,male,46-55,Mountain Farm
Danielle Ortiz,female,36-45,Mountain Farm
Christie Ortiz,female,65+,Mountain Farm
Norman Lowder,male,46-55,Mountain Farm
Odis Warner,male,56-65,Mountain Farm
Mary Pierce,female,46-55,Mountain Farm
Priscilla Mazzaferro,female,65+,Mountain Farm
Michael Watts,male,65+,Mountain Farm
Hazel Martin,female,56-65,Mountain Farm
Claire Bos,female,65+,Mountain Farm
Stan Kurz,male,46-55,Black
Sara Morris,female,56-65,Mountain Farm
June Parrott,female,46-55,Mountain Farm
Samuel Carroll,male,46-55,Mountain Farm
Victoria Lucas,female,46-55,Black
Timmy Watson,male,46-55,Mountain Farm
Mark Miles,male,65+,Mountain Farm
Marcus Longwell,male,56-65,Mountain Farm
Edward Becerra,male,36-45,Riverside
Howard Trinidad,male,36-45,Mountain Farm
Shawn Lambert,male,46-55,Riverside
Margaret Shultz,female,46-55,Mountain Farm
Danielle Kenneally,female,56-65,Mountain Farm
Robert Flores,male,56-65,Mountain Farm
Carla James,female,46-55,Black
Flossie Carls,female,65+,Black
Robert Nelsen,male,65+,Mountain Farm
Ray Mainolfi,male,56-65,Mountain Farm
Lorrie Ward,female,56-65,Mountain Farm
Eileen Folsom,female,46-55,Mountain Farm
Jose Sanders,male,46-55,Mountain Farm
Amy Johnson,female,46-55,Mountain Farm
James Smith,male,36-45,Mountain Farm
Richard Hulsey,male,46-55,Mountain Farm
Denise Beaudoin,female,65+,Mountain Farm
Cassandra Swanson,female,36-45,Mountain Farm
Carlos Harris,male,36-45,Mountain Farm
Bonnie Padilla,female,65+,Mountain Farm
William Garth,male,56-65,Mountain Farm
Richard Esperanza,male,26-35,Mountain Farm
Andy Holland,male,46-55,Mountain Farm
Cindi Johnson,female,46-55,Mountain Farm
Janice Little,female,65+,Mountain Farm
Yvonne Rabenold,female,56-65,Mountain Farm
Bettye Burke,female,65+,Bailey
Laurie Walker,female,56-65,Mountain Farm
William Williams,male,65+,Mountain Farm
Russell Arias,male,36-45,Mountain Farm
Andrew Goe,male,56-65,Mountain Farm
Mildred Hovey,female,65+,Mountain Farm
Esteban Tipton,male,26-35,Mountain Farm
Janice Rhodes,female,56-65,Mountain Farm
Joseph Mestad,male,36-45,Mountain Farm
John Coleman,male,46-55,Mountain Farm
Nicole Fanning,female,65+,Mountain Farm
Theresa Ladd,female,36-45,Mountain Farm
Brain Fenner,male,56-65,Mountain Farm
Patricia Quivers,female,65+,Mountain Farm
Cheri Lemay,female,46-55,Mountain Farm
Aaron Webb,male,36-45,Riverside
Evelyn Pena,female,56-65,Mountain Farm
Nathan Eaves,male,56-65,Black
Deborah Federgreen,female,46-55,Bailey
Thomas Rice,male,56-65,Mountain Farm
Mitzi Turpin,female,56-65,Bailey
Willie Peters,male,46-55,Black
Tara Knight,female,46-55,Mountain Farm
Brenda Cottier,female,56-65,Mountain Farm
Diane Duke,female,65+,Mountain Farm
Krista Walker,female,36-45,Mountain Farm
Tracy Schultz,male,65+,Mountain Farm
Priscilla Jameson,female,56-65,Mountain Farm
Steven Zaller,male,46-55,Mountain Farm
Sheila Gilbert,female,36-45,Mountain Farm
Leona Sansone,female,65+,Mountain Farm
Eileen Fields,female,36-45,Mountain Farm
Kenneth Chavez,male,65+,Mountain Farm
Linda Odonnell,female,46-55,Mountain Farm
Elfriede Robbins,female,65+,Mountain Farm
Mable Clontz,female,46-55,Mountain Farm
Lena Mcneal,female,46-55,Riverside
Joseph Thompson,male,56-65,Mountain Farm
Ellen Johnson,female,56-65,Mountain Farm
Kevin Morgan,male,65+,Mountain Farm
Sabrina Murat,female,56-65,Mountain Farm
Bonnie Peitz,female,56-65,Mountain Farm
Kenneth Kyseth,male,56-65,Mountain Farm
Ray Cox,male,46-55,Mountain Farm
Russell Parker,male,36-45,Mountain Farm
Randy Boelter,male,65+,Black
Elvin Deleon,male,46-55,Mountain Farm
Michael Hardin,male,26-35,Mountain Farm
Gerald Pena,male,56-65,Mountain Farm
James Dillon,male,46-55,Mountain Farm
Shawn Hilton,male,46-55,Mountain Farm
Pearl Wiley,female,46-55,Mountain Farm
Maria Malec,female,26-35,Mountain Farm
Chad Flies,male,36-45,Mountain Farm
Ruth Palmer,female,65+,Mountain Farm
Christine Hoffman,female,65+,Mountain Farm
John Dillon,male,46-55,Mountain Farm
Michael Delperdang,male,65+,Mountain Farm
Jose Ryan,male,46-55,Mountain Farm
Barbara Walters,female,56-65,Riverside
William Fernandez,male,36-45,Mountain Farm
Terry Tate,male,65+,Mountain Farm
Isabel Murray,female,36-45,Riverside
Stephen Warrick,male,36-45,Mountain Farm
Timothy Bartley,male,36-45,Mountain Farm
Jennifer Mackay,female,46-55,Mountain Farm
Agustin Outen,male,36-45,Riverside
Larry Campbell,male,56-65,Black
Alfred Kwon,male,46-55,Mountain Farm
Erika Cacioppo,female,56-65,Mountain Farm
Geneva Bufkin,female,56-65,Mountain Farm
Reginald Skinner,male,36-45,Mountain Farm
Rosa Kook,female,65+,Mountain Farm
Raul Berger,male,46-55,Mountain Farm
Scott Jones,male,65+,Mountain Farm
Carrie Steward,female,46-55,Mountain Farm
Gregory Thiboutot,male,46-55,Mountain Farm
Michelle Keaton,female,46-55,Riverside
Joseph Gaudette,male,46-55,Riverside
Deana Matthai,female,46-55,Bailey
Howard Mccullough,male,65+,Mountain Farm
Cindi Stauffer,female,36-45,Mountain Farm
Richard Harris,male,46-55,Mountain Farm
Fredia Hudson,female,46-55,Mountain Farm
John Meredith,male,65+,Mountain Farm
Frederick Wilkinson,male,46-55,Mountain Farm
Kathleen Williams,female,65+,Mountain Farm
Mary Garcia,female,46-55,Mountain Farm
Dave Mckenzie,male,46-55,Mountain Farm
Norma Richardson,female,56-65,Mountain Farm
William Howard,male,46-55,Mountain Farm
Teresa Torre,female,46-55,Mountain Farm
Scott Adams,male,46-55,Mountain Farm
Lois Weber,female,26-35,Mountain Farm
Rene Mavai,male,56-65,Mountain Farm
Christopher Bougie,male,56-65,Mountain Farm
Steve Adelson,male,46-55,Mountain Farm
Donny Rea,male,65+,Mountain Farm
Jamie Coleman,female,36-45,Black
Frederick Benoit,male,36-45,Mountain Farm
John Hedgpeth,male,36-45,Mountain Farm
Alma Bartolini,female,46-55,Mountain Farm
Callie Holien,female,65+,Mountain Farm
Robert Hottinger,male,65+,Mountain Farm
George Harley,male,46-55,Mountain Farm
Tina Schubbe,female,46-55,Riverside
Samuel Castro,male,65+,Mountain Farm
Bob Fulton,male,46-55,Mountain Farm
Elizabeth Frerichs,female,46-55,Riverside
Evelyne Leverett,female,56-65,Mountain Farm
Terry Mitchell,male,56-65,Mountain Farm
Julie Oliver,female,56-65,Mountain Farm
Jerry Turkel,male,46-55,Mountain Farm
Bridget Loomis,female,36-45,Mountain Farm
Bonnie Ward,female,26-35,Black
Arnold Shepherd,male,46-55,Bailey
Aaron Lazarus,male,56-65,Black
Clarence Turner,male,46-55,Mountain Farm
Georgia Offield,female,56-65,Mountain Farm
Edith Price,female,46-55,Mountain Farm
Bill Mula,male,46-55,Riverside
Ann Pierrot,female,46-55,Mountain Farm
Lorraine Perry,female,46-55,Mountain Farm
Benjamin Jarrett,male,65+,Mountain Farm
James Miller,male,56-65,Mountain Farm
Rodrigo Mcclaren,male,65+,Mountain Farm
Kathryn Olsen,female,65+,Mountain Farm
Hubert Keith,male,46-55,Mountain Farm
Pearl Riggs,female,56-65,Mountain Farm
Rodney Hardcastle,male,36-45,Mountain Farm
Christine Alexander,female,65+,Mountain Farm
Richard Chronister,male,65+,Mountain Farm
Angelo Fudge,male,46-55,Mountain Farm
Justin Duncklee,male,56-65,Riverside
Lani Johnson,female,46-55,Mountain Farm
Lori Gillespie,female,46-55,Mountain Farm
Edith Weeks,female,65+,Mountain Farm
Carrie Ahern,female,36-45,Mountain Farm
Paul Caldwell,male,65+,Bailey
Amelia Applebee,female,46-55,Mountain Farm
Ross Hawkins,male,56-65,Mountain Farm
Craig Murray,male,56-65,Mountain Farm
Frankie Alvarez,female,46-55,Mountain Farm
Tiffany Kline,female,56-65,Mountain Farm
Anthony Miller,male,18-25,Mountain Farm
Sarah Alverez,female,36-45,Mountain Farm
Mary Gilbert,female,46-55,Mountain Farm
Brenda Coburn,female,46-55,Mountain Farm
Rosemary Rogers,female,46-55,Mountain Farm
Walter Carriger,male,46-55,Mountain Farm
Mark Rokus,male,65+,Black
Susan Weinbauer,female,56-65,Mountain Farm
Jeremy Shinabarger,male,46-55,Mountain Farm
Thomas Vinson,male,65+,Mountain Farm
David Ackley,male,36-45,Mountain Farm
Faye White,female,36-45,Mountain Farm
Cary Frazier,male,65+,Mountain Farm
Christine Erickson,female,46-55,Mountain Farm
John Murphy,male,65+,Riverside
Paul Wilson,male,36-45,Black
Frank Lue,male,46-55,Mountain Farm
Teressa Bailey,female,46-55,Mountain Farm
Brenda Tvedt,female,46-55,Riverside
Mary Hartman,female,46-55,Mountain Farm
Julie Reyes,female,46-55,Mountain Farm
Ola Guererro,female,36-45,Mountain Farm
Filomena Manchini,female,65+,Mountain Farm
Robbie Morris,female,46-55,Mountain Farm
Vickie Applegate,female,56-65,Mountain Farm
Mary Carlson,female,46-55,Mountain Farm
John Driscoll,male,46-55,Mountain Farm
Sandra Pothoven,female,46-55,Mountain Farm
Alicia Wakefield,female,65+,Mountain Farm
Andrew Hernandez,male,36-45,Black
John Gomez,male,65+,Mountain Farm
Cindy Bell,female,46-55,Riverside
Rita Martin,female,46-55,Riverside
Lidia Wheatley,female,46-55,Mountain Farm
Lillian Walker,female,36-45,Mountain Farm
Valarie Winnen,female,65+,Black
Charlotte Rosenberg,female,46-55,Mountain Farm
Sammie Conklin,female,36-45,Mountain Farm
Joan Mata,female,36-45,Riverside
Keith Ruegg,male,56-65,Mountain Farm
Marx Todd,female,56-65,Mountain Farm
Eric Donnelly,male,46-55,Black
Marion Jones,female,56-65,Mountain Farm
Donna Crissman,female,46-55,Mountain Farm
Marvin Anderson,male,46-55,Mountain Farm
Luis Blood,male,46-55,Mountain Farm
Nathan Brown,male,36-45,Mountain Farm
Gertrude Riley,female,56-65,Mountain Farm
Cheryl Powell,female,36-45,Black
Daisy Chan,female,36-45,Mountain Farm
Michael Blair,male,46-55,Mountain Farm
David Overturf,male,46-55,Mountain Farm
Denny Mullan,male,56-65,Mountain Farm
Mark Wolters,male,46-55,Mountain Farm
Rosemary Flood,female,56-65,Mountain Farm
Carla Kube,female,56-65,Mountain Farm
Lori Zamora,female,46-55,Mountain Farm
Larry Whitaker,male,46-55,Mountain Farm
James Quillen,male,65+,Mountain Farm
Brittany Ryan,female,26-35,Mountain Farm
Lee Coaxum,female,56-65,Mountain Farm
Donald Loper,male,56-65,Mountain Farm
Maxine Hadley,female,46-55,Mountain Farm
Belinda Krefft,female,65+,Mountain Farm
Karen Mercer,female,46-55,Mountain Farm
Brenda Hopkins,female,56-65,Mountain Farm
Lena Brown,female,65+,Mountain Farm
Jean Thurmer,female,46-55,Mountain Farm
Rosemary Dafoe,female,46-55,Mountain Farm
Nita Johnson,female,56-65,Mountain Farm
Jody Dannenberg,male,36-45,Mountain Farm
John Wagner,male,46-55,Riverside
Karen Bejarano,female,65+,Mountain Farm
Wilson Patton,male,65+,Mountain Farm
Bonnie Todd,female,56-65,Mountain Farm
Jimmy Hicks,male,46-55,Mountain Farm
Mary Coello,female,46-55,Black
Carlos Lewis,male,46-55,Mountain Farm
Patricia Weyant,female,36-45,Mountain Farm
Paul Cummings,male,46-55,Mountain Farm
Robert Clark,male,65+,Black
Gerald Werley,male,56-65,Mountain Farm
Earl Galyen,male,36-45,Mountain Farm
Lisa Dibiase,female,26-35,Mountain Farm
Marc Cayo,male,56-65,Mountain Farm
Eliseo Wold,male,36-45,Mountain Farm
Leon Cooper,male,56-65,Mountain Farm
Steve Johnson,male,65+,Riverside
Justin Guzman,male,46-55,Mountain Farm
Laura Mcintyre,female,65+,Mountain Farm
John Lawson,male,65+,Mountain Farm
Kendra Laborde,female,56-65,Riverside
Terrance Bates,male,46-55,Mountain Farm
Alice Gillen,female,46-55,Mountain Farm
William Sullivan,male,36-45,Mountain Farm
Kevin Ziglar,male,36-45,Mountain Farm
Christopher Golding,male,46-55,Mountain Farm
Loren Burns,male,65+,Black
Jessie Martello,female,65+,Mountain Farm
Stephanie Herbert,female,56-65,Mountain Farm
Shaun Piccard,male,65+,Mountain Farm
Kevin Reed,male,36-45,Mountain Farm
Matthew Martin,male,46-55,Mountain Farm
Jeffery Gaier,male,46-55,Black
Lorna Bishop,female,36-45,Riverside
Laura Shepard,female,36-45,Mountain Farm
Alan Bell,male,36-45,Mountain Farm
Lawrence Brewer,male,56-65,Mountain Farm
Nathan Brown,male,26-35,Mountain Farm
Amelia Dillon,female,46-55,Mountain Farm
Martin Thompson,male,46-55,Mountain Farm
Nancy Bruckner,female,36-45,Mountain Farm
Linda Fleming,female,46-55,Mountain Farm
Susan Neal,female,46-55,Mountain Farm
Madaline Meyer,female,18-25,Mountain Farm
Carl Dennison,male,46-55,Mountain Farm
Doris Geiger,female,36-45,Bailey
Robert Hefferon,male,65+,Mountain Farm
Ida Miller,female,65+,Mountain Farm
David Amezaga,male,46-55,Mountain Farm
Lauren Kinstler,male,65+,Riverside
Linda Shryock,female,46-55,Mountain Farm
Carmelita Wright,female,56-65,Mountain Farm
Jeannie Pathak,female,56-65,Mountain Farm
Marco Shields,male,46-55,Mountain Farm
Alan Blake,male,46-55,Mountain Farm
Jeanette Baker,female,36-45,Black
Mark Link,male,65+,Mountain Farm
Thomas Ross,male,65+,Riverside
Robert Ott,male,36-45,Mountain Farm
Richard Hamlin,male,56-65,Mountain Farm
Kyle Fletcher,male,65+,Mountain Farm
Shane Bates,male,18-25,Mountain Farm
Cindy Forcello,female,36-45,Mountain Farm
Milton Hixon,male,26-35,Mountain Farm
Leslie Fernandez,female,46-55,Mountain Farm
Jamie Burns,male,46-55,Riverside
Sallie Markley,female,46-55,Mountain Farm
Barbara Garza,female,65+,Riverside
Peggy Smith,female,56-65,Mountain Farm
Justin King,male,36-45,Mountain Farm
John Roy,male,65+,Mountain Farm
Larry Roy,male,46-55,Mountain Farm
Bonnie Roberts,female,46-55,Riverside
Evette Walker,female,56-65,Mountain Farm
Brittany Costa,female,56-65,Riverside
Robert Nelms,male,56-65,Mountain Farm
Kimberly Harpin,female,65+,Black
Joshua Canady,male,46-55,Mountain Farm
Reginald Fletcher,male,18-25,Black
Katie Rhoades,female,56-65,Mountain Farm
Kendall Wingham,male,36-45,Mountain Farm
Alanna Johnson,female,36-45,Riverside
April Glasco,female,46-55,Mountain Farm
Karla Kennedy,female,56-65,Mountain Farm
Herman Stribling,male,46-55,Bailey
David Buckman,male,36-45,Riverside
Angela Rankin,female,56-65,Mountain Farm
Adina Tubbs,female,36-45,Riverside
Wendy Radebaugh,female,46-55,Mountain Farm
Ronald Ennis,male,65+,Mountain Farm
Sara Mendez,female,46-55,Mountain Farm
Bryan Klouda,male,65+,Mountain Farm
Benjamin Mottillo,male,46-55,Mountain Farm
Viviana Riles,female,46-55,Mountain Farm
Lawrence Propst,male,46-55,Mountain Farm
Patricia Santos,female,46-55,Mountain Farm
Sau Soto,female,46-55,Mountain Farm
Lindsay Marlor,female,46-55,Mountain Farm
Jesus Shaw,male,46-55,Mountain Farm
Valerie Sharpe,female,36-45,Mountain Farm
Kathleen Kelly,female,46-55,Mountain Farm
Helen Lyon,female,46-55,Mountain Farm
Noel Byer,male,46-55,Riverside
Eleanor Dowling,female,46-55,Mountain Farm
Linda Abraham,female,36-45,Mountain Farm
Patricia Plourde,female,36-45,Mountain Farm
Allen Parent,male,46-55,Mountain Farm
Rodolfo Adkins,male,65+,Mountain Farm
Elisabeth Bently,female,65+,Black
Charlie Peeler,male,56-65,Mountain Farm
Brenda Jone,female,65+,Mountain Farm
Donald Frost,male,46-55,Mountain Farm
Bruce Ochoa,male,46-55,Mountain Farm
Ashley Newman,female,65+,Mountain Farm
Margaret Bloch,female,46-55,Black
Scott Minter,male,65+,Mountain Farm
Michael Ellison,male,56-65,Mountain Farm
Douglas Fields,male,56-65,Mountain Farm
Annette Hoffman,female,46-55,Mountain Farm
Dorothy Pavia,female,36-45,Mountain Farm
Salvatore Gonzalez,male,56-65,Riverside
Mary Allen,female,46-55,Mountain Farm
Alan Jean,male,65+,Mountain Farm
Krista Nguyen,female,56-65,Mountain Farm
Timothy Smith,male,36-45,Mountain Farm
Jaime Hubble,male,56-65,Bailey
Nettie Doyel,female,46-55,Mountain Farm
Ralph Trujillo,male,46-55,Mountain Farm
Leroy Williams,male,56-65,Mountain Farm
Ashley Gayne,female,65+,Mountain Farm
Dorothy Harris,female,65+,Mountain Farm
Jim Mitchell,male,46-55,Riverside
Dorothy Whitley,female,46-55,Mountain Farm
Walter Moeckel,male,56-65,Mountain Farm
